Mouse,Set,type,Sex,Sucrose intake,Water intake,Body weight,Age,Strain,deltaBW,scon3@rs3023231,scon4@d1mit316,scon6@d14mit126
B.2011.5238,N10,129.B6-Scq2,M,18.9,4.9,22.9,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5260,N10,129.B6-Scq2,M,17.5,4,24.7,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5375,N10,129.B6-Scq2,M,16.3,3.3,21.4,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5376,N10,129.B6-Scq2,M,17.3,5.6,20.6,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5377,N10,129.B6-Scq2,M,21.1,4.4,18.8,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5387,N10,129.B6-Scq2,M,19.6,4.3,21.3,9.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5472,N10,129.B6-Scq2,M,20.2,5.2,20.9,9.3,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5696,N10,129.B6-Scq2,M,12.8,4.1,19.6,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5697,N10,129.B6-Scq2,M,19.9,4,22.5,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5786,N10,129.B6-Scq2,M,21.6,5,25.6,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.6203,N10,129.B6-Scq2,M,13.4,3.7,20.3,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5105,N10,129.B6-Scq2,F,18.1,3.2,17.2,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4235,N10,129.B6-Scq2,F,19.2,3.6,17.9,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4285,N10,129.B6-Scq2,F,16.9,3.9,19.8,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4438,N10,129.B6-Scq2,F,16.1,3.4,15.6,10.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4477,N10,129.B6-Scq2,F,21.1,3.4,18.9,10.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4478,N10,129.B6-Scq2,F,15.4,2.4,14.5,10.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4756,N10,129.B6-Scq2,F,19.8,3.5,17.1,8.7,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4826,N10,129.B6-Scq2,F,14.9,3.3,14.1,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2011.4945,N10,129.B6-Scq2,F,20.3,4.4,16.2,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.4946,N10,129.B6-Scq2,F,16.9,4.4,15.8,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.4947,N10,129.B6-Scq2,F,18.5,4.1,16.8,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5098,N10,129.B6-Scq2,F,20.6,NA,16.4,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5099,N10,129.B6-Scq2,F,17.8,3.2,16.2,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5107,N10,129.B6-Scq2,F,19.6,3.7,19.3,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5256,N10,129.B6-Scq2,F,21.8,4.8,20,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5371,N10,129.B6-Scq2,F,14.4,3.6,18.1,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5372,N10,129.B6-Scq2,F,20.2,3.8,19.8,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5386,N10,129.B6-Scq2,F,25.8,4.7,21,9.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5469,N10,129.B6-Scq2,F,17.6,2.9,16.7,9.3,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5692,N10,129.B6-Scq2,F,16.1,2.4,15.8,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.6199,N10,129.B6-Scq2,F,19.6,3.1,18.6,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.6200,N10,129.B6-Scq2,F,15.9,2.7,18,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4239,N10,129.B6-Scq2,M,18.4,4.1,17.3,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4240,N10,129.B6-Scq2,M,23.1,5.4,16.9,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4289,N10,129.B6-Scq2,M,23.9,4.5,21.4,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4440,N10,129.B6-Scq2,M,20.1,5.3,17.7,10.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4479,N10,129.B6-Scq2,M,20.8,5,22.2,10.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4480,N10,129.B6-Scq2,M,23.1,4.2,21.5,10.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4758,N10,129.B6-Scq2,M,16.3,4.1,17.2,8.7,SS.2.1.1.1,NA,NA,NA,NA
B.2011.4948,N10,129.B6-Scq2,M,21.5,5.7,23.4,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.4949,N10,129.B6-Scq2,M,19.4,4.9,19.8,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5100,N10,129.B6-Scq2,M,18.6,3.7,20,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5101,N10,129.B6-Scq2,M,18,4.5,21.7,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5109,N10,129.B6-Scq2,M,20.4,4,22.4,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5239,N10,129.B6-Scq2,M,13,3.8,22.7,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5240,N10,129.B6-Scq2,M,17.9,3.4,22.4,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5258,N10,129.B6-Scq2,M,17.7,4,19.9,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5259,N10,129.B6-Scq2,M,17.4,3.8,20,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5374,N10,129.B6-Scq2,M,15.1,5.2,19.5,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5379,N10,129.B6-Scq2,M,18.6,4.2,25.1,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5380,N10,129.B6-Scq2,M,17.8,2.7,22.2,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5381,N10,129.B6-Scq2,M,18.6,3.7,21.2,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5382,N10,129.B6-Scq2,M,23.3,3.9,23,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5383,N10,129.B6-Scq2,M,19.8,4.1,22.3,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5384,N10,129.B6-Scq2,M,19.2,4.7,25.6,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5694,N10,129.B6-Scq2,M,16.6,3.5,22.9,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5695,N10,129.B6-Scq2,M,16.1,5.7,25,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5785,N10,129.B6-Scq2,M,20.5,4.1,21.5,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5861,N10,129.B6-Scq2,M,18.8,4.1,19.2,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5862,N10,129.B6-Scq2,M,19.7,4.5,22.5,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.6202,N10,129.B6-Scq2,M,19,3.9,19.6,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.6204,N10,129.B6-Scq2,M,15.7,3.5,17.9,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.8960,N12,129.B6-Scq2,F,16.4,4.8,17.6,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8961,N12,129.B6-Scq2,F,13.9,4.9,17.8,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8962,N12,129.B6-Scq2,F,17.7,3.9,17.1,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9098,N12,129.B6-Scq2,F,19.6,3.1,18.1,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9099,N12,129.B6-Scq2,F,20.2,3.8,16.7,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9105,N12,129.B6-Scq2,F,15.6,3.3,18.9,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9190,N12,129.B6-Scq2,F,20.8,3.6,19.2,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9263,N12,129.B6-Scq2,F,8.5,4.5,18.8,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9267,N12,129.B6-Scq2,F,17.6,3.4,19.4,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9653,N12,129.B6-Scq2,F,21,4.1,18.9,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9654,N12,129.B6-Scq2,F,20.3,4.2,20.8,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9656,N12,129.B6-Scq2,F,17.5,3.8,23,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9660,N12,129.B6-Scq2,F,14.9,4.2,15.9,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9661,N12,129.B6-Scq2,F,15.9,3.7,18.4,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9666,N12,129.B6-Scq2,F,10.2,3.5,13.7,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9675,N12,129.B6-Scq2,F,14.3,3.6,18,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9683,N12,129.B6-Scq2,F,20.2,5,20.6,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9684,N12,129.B6-Scq2,F,11.5,4.3,18.5,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9823,N12,129.B6-Scq2,F,13.2,4.7,17.6,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9849,N12,129.B6-Scq2,F,20.7,4,17.2,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9903,N12,129.B6-Scq2,F,14.1,2.6,19.4,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9966,N12,129.B6-Scq2,F,13.3,4.1,16.8,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9968,N12,129.B6-Scq2,F,15,3.5,15,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.245,N12,129.B6-Scq2,F,14.7,3,15.8,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.246,N12,129.B6-Scq2,F,17.8,4,17.4,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.486,N12,129.B6-Scq2,F,19.9,3.7,17.7,10.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.488,N12,129.B6-Scq2,F,20.1,3.4,18.4,10.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.489,N12,129.B6-Scq2,F,22,3.9,18.1,10.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8958,N12,129.B6-Scq2,M,19.2,4.1,22.2,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9093,N12,129.B6-Scq2,M,18.6,4.2,20,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9094,N12,129.B6-Scq2,M,8.1,3.3,17,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9096,N12,129.B6-Scq2,M,20.8,4.2,22.7,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9188,N12,129.B6-Scq2,M,21.1,5.2,23.9,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9189,N12,129.B6-Scq2,M,16.1,4.9,24.6,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9484,N12,129.B6-Scq2,M,16.1,4.9,22.2,8.6,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9658,N12,129.B6-Scq2,M,15.3,4.2,20.6,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9659,N12,129.B6-Scq2,M,23.5,5.3,26.3,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9663,N12,129.B6-Scq2,M,18.1,5.3,24.7,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9664,N12,129.B6-Scq2,M,9,4,21.3,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9670,N12,129.B6-Scq2,M,16.9,5.4,22.3,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9681,N12,129.B6-Scq2,M,17.4,2.7,23.2,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9682,N12,129.B6-Scq2,M,13.6,4.1,21.2,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9687,N12,129.B6-Scq2,M,19.5,4.2,16.7,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9689,N12,129.B6-Scq2,M,13.6,4.4,22.2,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9826,N12,129.B6-Scq2,M,17.8,5.3,22.1,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9827,N12,129.B6-Scq2,M,25.3,5.5,20.1,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9851,N12,129.B6-Scq2,M,17.7,4.9,18.8,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9852,N12,129.B6-Scq2,M,15.8,4.2,18.4,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9970,N12,129.B6-Scq2,M,17.7,5.2,18.4,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.247,N12,129.B6-Scq2,M,23.6,5.3,21.1,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.483,N12,129.B6-Scq2,M,11.1,4.2,22.9,10.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9665,N12,129.B6-Scq2,M,16.4,4.1,23.2,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9825,N12,129.B6-Scq2,F,16.2,3.2,17.8,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8959,N12,129.B6-Scq2,F,23.5,4.3,18,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8963,N12,129.B6-Scq2,F,18.4,3.3,17.7,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8964,N12,129.B6-Scq2,F,12.5,3.2,17.1,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8965,N12,129.B6-Scq2,F,16.7,3.4,15.9,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9100,N12,129.B6-Scq2,F,15.9,3.4,17.4,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9104,N12,129.B6-Scq2,F,21.4,3.7,18.7,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9106,N12,129.B6-Scq2,F,8.9,5.4,20.3,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9264,N12,129.B6-Scq2,F,17.1,3.5,17.3,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9265,N12,129.B6-Scq2,F,18.5,4,21.1,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9266,N12,129.B6-Scq2,F,16.7,3.4,18.8,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9309,N12,129.B6-Scq2,F,13.8,3.9,17.4,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9310,N12,129.B6-Scq2,F,18.3,3.9,16.7,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9655,N12,129.B6-Scq2,F,19.2,4.1,21.5,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9662,N12,129.B6-Scq2,F,14.7,4.2,17.2,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9667,N12,129.B6-Scq2,F,15.2,2.7,17.1,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9668,N12,129.B6-Scq2,F,19.3,3.1,19.1,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9669,N12,129.B6-Scq2,F,21.2,4.4,18.3,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9676,N12,129.B6-Scq2,F,18.7,4.4,19.7,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9677,N12,129.B6-Scq2,F,19.3,3,19.1,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9685,N12,129.B6-Scq2,F,18.2,4,18.3,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9686,N12,129.B6-Scq2,F,14.5,4.4,19.5,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9820,N12,129.B6-Scq2,F,18.8,2.9,16,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9821,N12,129.B6-Scq2,F,18.7,5.1,18.7,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9822,N12,129.B6-Scq2,F,21.2,4.3,18.9,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9824,N12,129.B6-Scq2,F,18.8,3.7,17.8,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9850,N12,129.B6-Scq2,F,15.7,3.4,14.2,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9904,N12,129.B6-Scq2,F,16.3,4.2,16.7,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9905,N12,129.B6-Scq2,F,16.3,3.6,15.3,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9962,N12,129.B6-Scq2,F,21.4,4.1,16,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9963,N12,129.B6-Scq2,F,14.2,3.7,12.4,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9964,N12,129.B6-Scq2,F,18.7,4.1,15.9,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9965,N12,129.B6-Scq2,F,15.9,4.1,14.6,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9967,N12,129.B6-Scq2,F,16.2,3,15.2,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.243,N12,129.B6-Scq2,F,23.6,3.8,16.8,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.244,N12,129.B6-Scq2,F,17.1,3.5,17.6,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.482,N12,129.B6-Scq2,F,17.9,4.5,18.8,10.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.487,N12,129.B6-Scq2,F,21.8,4.1,17.1,10.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8956,N12,129.B6-Scq2,M,21.5,6.1,17.8,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.8957,N12,129.B6-Scq2,M,14.5,4.6,23.6,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9095,N12,129.B6-Scq2,M,21.2,5.3,22,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9097,N12,129.B6-Scq2,M,21.9,3.7,19.8,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9101,N12,129.B6-Scq2,M,22.9,3.8,21.7,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9102,N12,129.B6-Scq2,M,22.1,4.1,23.1,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9103,N12,129.B6-Scq2,M,18.1,4.9,23.2,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9187,N12,129.B6-Scq2,M,18.6,4.6,23.7,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9260,N12,129.B6-Scq2,M,17.8,3.7,23.6,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9261,N12,129.B6-Scq2,M,20.8,4.7,20.3,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9262,N12,129.B6-Scq2,M,21.1,3.4,20.7,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9307,N12,129.B6-Scq2,M,13.3,3.9,19.9,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9308,N12,129.B6-Scq2,M,15.2,4.1,18.7,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9482,N12,129.B6-Scq2,M,16.6,4.9,23,8.6,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9483,N12,129.B6-Scq2,M,19.6,6,25,8.6,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9485,N12,129.B6-Scq2,M,19.3,5,23.2,8.6,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9657,N12,129.B6-Scq2,M,16.5,5.4,25.5,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9678,N12,129.B6-Scq2,M,20,4.3,23.1,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9679,N12,129.B6-Scq2,M,12.5,4,23,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9680,N12,129.B6-Scq2,M,21.5,5.8,23,8.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9688,N12,129.B6-Scq2,M,16.8,5.1,22.1,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9853,N12,129.B6-Scq2,M,8.6,4.3,20.5,8.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9906,N12,129.B6-Scq2,M,18.1,5.7,18.6,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9907,N12,129.B6-Scq2,M,9.7,4.6,19,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9908,N12,129.B6-Scq2,M,19.6,5,21.8,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9969,N12,129.B6-Scq2,M,19.5,5.3,19,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9971,N12,129.B6-Scq2,M,9.3,4.2,17.4,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.478,N12,129.B6-Scq2,M,22,6.7,24.8,10.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.479,N12,129.B6-Scq2,M,24.6,7.2,23.7,10.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.480,N12,129.B6-Scq2,M,21,6.5,26.6,10.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.484,N12,129.B6-Scq2,M,19.3,5.4,24.4,10.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.485,N12,129.B6-Scq2,M,16.7,3.2,19.9,10.3,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.9902,N12,129.B6-Scq2,F,NA,NA,9.9,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2011.481,N12,129.B6-Scq2,F,NA,3.1,19.6,10.4,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1658,N13,129.B6-Scq2,F,14.5,2.6,17.1,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1659,N13,129.B6-Scq2,F,15,3.2,15.8,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1752,N13,129.B6-Scq2,F,14.7,4.3,19,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1755,N13,129.B6-Scq2,F,12.9,2.8,14.7,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1756,N13,129.B6-Scq2,F,17.3,2.9,17.8,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1758,N13,129.B6-Scq2,F,19.5,3.6,18.5,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1814,N13,129.B6-Scq2,F,15.7,4.5,15.7,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2000,N13,129.B6-Scq2,F,16.3,4.3,17.3,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2130,N13,129.B6-Scq2,F,20.1,3.2,19,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2131,N13,129.B6-Scq2,F,13.9,3.5,20,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2135,N13,129.B6-Scq2,F,24.1,3.3,19.9,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2136,N13,129.B6-Scq2,F,16,3.5,20.3,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2137,N13,129.B6-Scq2,F,21.2,3.4,22.7,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2327,N13,129.B6-Scq2,F,20.6,3.7,19.9,8.6,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2329,N13,129.B6-Scq2,F,11.1,4.5,17.2,8.6,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2683,N13,129.B6-Scq2,F,15,2.7,17.1,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2724,N13,129.B6-Scq2,F,17.4,2.3,19.3,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2725,N13,129.B6-Scq2,F,21.3,3.8,18.7,8.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2800,N13,129.B6-Scq2,F,22.2,4.1,18.3,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2801,N13,129.B6-Scq2,F,16.5,3.7,16.7,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1819,N13,129.B6-Scq2,F,20.9,3.9,13.7,8.1,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1651,N13,129.B6-Scq2,M,19.5,5.1,24,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1652,N13,129.B6-Scq2,M,15.1,3.9,19,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1660,N13,129.B6-Scq2,M,21.5,4.6,21.6,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1662,N13,129.B6-Scq2,M,12.4,4.9,21.1,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1760,N13,129.B6-Scq2,M,13,5.5,18.1,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1815,N13,129.B6-Scq2,M,11.6,4.8,16.6,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.1816,N13,129.B6-Scq2,M,10.4,4.2,19.1,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2002,N13,129.B6-Scq2,M,19.6,5.6,23.3,8.7,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2104,N13,129.B6-Scq2,M,11.8,4,18.3,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2105,N13,129.B6-Scq2,M,9.5,3.5,18,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2107,N13,129.B6-Scq2,M,6.9,3.6,16.5,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2108,N13,129.B6-Scq2,M,9.5,4,19.1,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2109,N13,129.B6-Scq2,M,17.1,4.5,22.2,8,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2133,N13,129.B6-Scq2,M,20.5,4.3,23.8,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
B.2012.2134,N13,129.B6-Scq2,M,20.8,4.3,23.5,9.9,SS.2.1.1.1.1,NA,NA,NA,NA
